Date,Revenue,Orders,Cancelled,Region,Product,Customer
2025-11-12,312141.02,65,3,West,Data Fabric,Customer 030 Systems
2025-11-12,68930.59,18,0,Central,Executive Copilot,Customer 023 Group
2025-11-13,126185.64,20,0,East,Support Intelligence,Customer 053 Systems
2025-11-13,215602.47,44,2,West,Forecast Studio,Customer 103 Systems
2025-11-13,309246.18,77,4,Central,Risk Monitor,Customer 044 Solutions
2025-11-13,28368.93,23,1,North,Executive Copilot,Customer 085 Systems
2025-11-14,299199.89,77,3,West,Data Fabric,Customer 093 Holdings
2025-11-14,202103.52,72,2,Central,Forecast Studio,Customer 056 Holdings
2025-11-14,80642.29,81,6,North,Data Fabric,Customer 112 Holdings
2025-11-14,253986.33,67,4,South,Risk Monitor,Customer 113 Group
2025-11-15,261916.44,61,4,Central,Support Intelligence,Customer 077 Solutions
2025-11-15,174887.39,44,2,North,Risk Monitor,Customer 025 Systems
2025-11-15,198442.31,45,2,South,Sentinel Core,Customer 116 Group
2025-11-15,260391.4,56,5,East,Risk Monitor,Customer 042 Systems
2025-11-16,70408.68,36,2,North,Executive Copilot,Customer 072 Solutions
2025-11-16,404347.42,68,3,South,Executive Copilot,Customer 120 Group
2025-11-16,91763.67,57,1,East,Risk Monitor,Customer 011 Systems
2025-11-16,144508.1,80,5,West,Support Intelligence,Customer 094 Solutions
2025-11-17,325278.62,57,3,South,Sentinel Core,Customer 036 Solutions
2025-11-17,279808.81,51,1,East,Executive Copilot,Customer 088 Solutions
2025-11-17,126556.97,31,2,West,Support Intelligence,Customer 024 Solutions
2025-11-17,166249.07,47,4,Central,Executive Copilot,Customer 043 Industries
2025-11-18,277209.78,52,2,East,Forecast Studio,Customer 084 Group
2025-11-18,339584.9,59,4,West,Data Fabric,Customer 073 Holdings
2025-11-18,177224.53,65,2,Central,Support Intelligence,Customer 005 Group
2025-11-18,204950.19,76,6,North,Risk Monitor,Customer 120 Group
2025-11-19,169640.55,46,3,West,Data Fabric,Customer 067 Group
2025-11-19,328109.68,72,5,Central,Sentinel Core,Customer 029 Systems
2025-11-19,220287.86,45,3,North,Forecast Studio,Customer 051 Systems
2025-11-19,278984.68,49,2,South,Support Intelligence,Customer 055 Industries
2025-11-20,90759.48,83,2,Central,Risk Monitor,Customer 057 Systems
2025-11-20,19287.14,20,1,North,Executive Copilot,Customer 006 Industries
2025-11-20,145730.1,23,2,South,Risk Monitor,Customer 053 Systems
2025-11-20,46470.37,19,1,East,Executive Copilot,Customer 104 Group
2025-11-21,164104.13,60,2,North,Sentinel Core,Customer 058 Systems
2025-11-21,53573.29,49,4,South,Risk Monitor,Customer 063 Systems
2025-11-21,276902.45,59,3,East,Executive Copilot,Customer 106 Industries
2025-11-21,132958.69,63,3,West,Risk Monitor,Customer 027 Systems
2025-11-22,315065.76,53,1,South,Sentinel Core,Customer 111 Systems
2025-11-22,485444.51,74,3,East,Support Intelligence,Customer 053 Systems
2025-11-22,174500.77,77,6,West,Risk Monitor,Customer 076 Solutions
2025-11-22,335778.8,82,5,Central,Executive Copilot,Customer 032 Holdings
2025-11-23,214965.32,44,3,East,Forecast Studio,Customer 028 Group
2025-11-23,131487.11,46,2,West,Executive Copilot,Customer 017 Group
2025-11-23,226816.9,52,2,Central,Sentinel Core,Customer 094 Solutions
2025-11-23,62004.03,49,3,North,Forecast Studio,Customer 086 Systems
2025-11-24,49952.04,17,0,West,Forecast Studio,Customer 083 Industries
2025-11-24,99567.19,15,1,Central,Data Fabric,Customer 044 Solutions
2025-11-24,75461.45,37,1,North,Support Intelligence,Customer 098 Holdings
2025-11-24,110463.2,18,1,South,Sentinel Core,Customer 098 Holdings
2025-11-25,308196.48,82,4,Central,Support Intelligence,Customer 056 Holdings
2025-11-25,98075.8,17,1,North,Risk Monitor,Customer 039 Industries
2025-11-25,107042.39,21,1,South,Support Intelligence,Customer 005 Group
2025-11-25,159265.6,61,1,East,Forecast Studio,Customer 078 Holdings
2025-11-26,252089.02,58,5,North,Forecast Studio,Customer 045 Solutions
2025-11-26,360569.69,64,4,South,Executive Copilot,Customer 001 Holdings
2025-11-26,26727.7,18,1,East,Forecast Studio,Customer 006 Industries
2025-11-26,143635.23,84,3,West,Data Fabric,Customer 077 Solutions
2025-11-27,293270.88,72,1,South,Sentinel Core,Customer 016 Solutions
2025-11-27,460497.85,72,2,East,Data Fabric,Customer 104 Group
2025-11-27,100433.17,69,5,West,Support Intelligence,Customer 001 Holdings
2025-11-27,346338.55,51,2,Central,Risk Monitor,Customer 025 Systems
2025-11-28,360611.96,61,2,East,Forecast Studio,Customer 028 Group
2025-11-28,166353.81,46,2,West,Support Intelligence,Customer 045 Solutions
2025-11-28,185681.63,70,6,Central,Executive Copilot,Customer 003 Solutions
2025-11-28,148392.53,58,3,North,Sentinel Core,Customer 074 Systems
2025-11-29,445061.9,67,2,West,Data Fabric,Customer 060 Systems
2025-11-29,151091.64,38,2,Central,Forecast Studio,Customer 018 Solutions
2025-11-29,198639.63,35,2,North,Forecast Studio,Customer 103 Systems
2025-11-29,263478.75,82,5,South,Support Intelligence,Customer 035 Systems
2025-11-30,31750.81,16,1,Central,Risk Monitor,Customer 013 Group
2025-11-30,565686,82,1,North,Risk Monitor,Customer 070 Systems
2025-11-30,133677.79,68,4,South,Forecast Studio,Customer 084 Group
2025-11-30,139845.92,34,3,East,Support Intelligence,Customer 032 Holdings
2025-12-01,254182.7,70,5,North,Executive Copilot,Customer 066 Group
2025-12-01,86695.84,25,2,South,Support Intelligence,Customer 023 Group
2025-12-01,143210.95,53,4,East,Support Intelligence,Customer 108 Group
2025-12-01,369894.17,73,1,West,Executive Copilot,Customer 058 Systems
2025-12-02,302362.25,52,2,South,Risk Monitor,Customer 092 Systems
2025-12-02,283735.62,62,2,East,Data Fabric,Customer 021 Systems
2025-12-02,121299.25,33,1,West,Forecast Studio,Customer 086 Systems
2025-12-02,78478.97,17,1,Central,Forecast Studio,Customer 019 Systems
2025-12-03,163923.91,63,4,East,Risk Monitor,Customer 078 Holdings
2025-12-03,430061.59,65,4,West,Executive Copilot,Customer 092 Systems
2025-12-03,36189.89,15,1,Central,Risk Monitor,Customer 075 Group
2025-12-03,102623.83,18,1,North,Sentinel Core,Customer 051 Systems
2025-12-04,211851.66,66,4,West,Executive Copilot,Customer 051 Systems
2025-12-04,260848.69,60,4,Central,Risk Monitor,Customer 063 Systems
2025-12-04,474380.31,75,4,North,Support Intelligence,Customer 076 Solutions
2025-12-04,406477.64,80,4,South,Executive Copilot,Customer 106 Industries
2025-12-05,352770.07,56,2,Central,Risk Monitor,Customer 072 Solutions
2025-12-05,85211.17,43,3,North,Executive Copilot,Customer 069 Solutions
2025-12-05,116228.79,29,2,South,Support Intelligence,Customer 077 Solutions
2025-12-05,164862.21,33,2,East,Support Intelligence,Customer 106 Industries
2025-12-06,80503.31,17,0,North,Forecast Studio,Customer 085 Systems
2025-12-06,100767.2,28,1,South,Data Fabric,Customer 040 Systems
2025-12-06,95722.45,30,1,East,Data Fabric,Customer 116 Group
2025-12-06,281816.81,46,3,West,Executive Copilot,Customer 071 Industries
2025-12-07,89649.49,18,1,South,Data Fabric,Customer 105 Industries
2025-12-07,319532.95,57,5,East,Data Fabric,Customer 060 Systems
2025-12-07,349545.08,72,2,West,Forecast Studio,Customer 039 Industries
2025-12-07,117794.58,74,3,Central,Data Fabric,Customer 032 Holdings
2025-12-08,112937.17,35,3,East,Support Intelligence,Customer 104 Group
2025-12-08,466614.62,81,6,West,Forecast Studio,Customer 011 Systems
2025-12-08,201413.13,31,1,Central,Support Intelligence,Customer 008 Solutions
2025-12-08,344848.44,80,1,North,Support Intelligence,Customer 014 Industries
2025-12-09,179791.66,50,1,West,Executive Copilot,Customer 040 Systems
2025-12-09,401245.11,79,7,Central,Risk Monitor,Customer 109 Industries
2025-12-09,191343.37,60,5,North,Support Intelligence,Customer 047 Holdings
2025-12-09,395430.97,65,3,South,Data Fabric,Customer 099 Solutions
2025-12-10,61664.23,37,2,Central,Data Fabric,Customer 035 Systems
2025-12-10,87064.79,55,1,North,Executive Copilot,Customer 087 Systems
2025-12-10,185966.32,43,1,South,Forecast Studio,Customer 096 Holdings
2025-12-10,103148.49,23,1,East,Data Fabric,Customer 073 Holdings
2025-12-11,234718.44,66,3,North,Risk Monitor,Customer 011 Systems
2025-12-11,177366.91,32,2,South,Forecast Studio,Customer 004 Industries
2025-12-11,321365.92,50,2,East,Sentinel Core,Customer 021 Systems
2025-12-11,65559.17,63,2,West,Forecast Studio,Customer 034 Solutions
2025-12-12,64252.24,24,2,South,Support Intelligence,Customer 043 Industries
2025-12-12,149951.59,83,6,East,Data Fabric,Customer 025 Systems
2025-12-12,56265.84,42,1,West,Data Fabric,Customer 001 Holdings
2025-12-12,90393.76,61,1,Central,Support Intelligence,Customer 095 Group
2025-12-13,71472.79,14,0,East,Forecast Studio,Customer 095 Group
2025-12-13,130206.87,34,1,West,Sentinel Core,Customer 045 Solutions
2025-12-13,429856.42,69,6,Central,Sentinel Core,Customer 098 Holdings
2025-12-13,38884.37,32,1,North,Support Intelligence,Customer 018 Solutions
2025-12-14,135755.14,34,0,West,Data Fabric,Customer 074 Systems
2025-12-14,41722.84,24,2,Central,Forecast Studio,Customer 037 Solutions
2025-12-14,90187.35,38,3,North,Risk Monitor,Customer 097 Industries
2025-12-14,336619.35,73,5,South,Data Fabric,Customer 090 Systems
2025-12-15,137246.69,33,1,Central,Support Intelligence,Customer 024 Solutions
2025-12-15,369684.74,57,4,North,Data Fabric,Customer 028 Group
2025-12-15,254890.18,69,2,South,Data Fabric,Customer 022 Solutions
2025-12-15,185594.12,85,6,East,Risk Monitor,Customer 061 Holdings
2025-12-16,224669.52,49,3,North,Executive Copilot,Customer 025 Systems
2025-12-16,216671.87,52,3,South,Risk Monitor,Customer 040 Systems
2025-12-16,300497.3,76,3,East,Data Fabric,Customer 089 Group
2025-12-16,31930.64,21,1,West,Risk Monitor,Customer 031 Group
2025-12-17,325062.47,69,3,South,Forecast Studio,Customer 005 Group
2025-12-17,168568.83,30,2,East,Support Intelligence,Customer 029 Systems
2025-12-17,103114.6,22,1,West,Sentinel Core,Customer 080 Industries
2025-12-17,355032.77,56,4,Central,Risk Monitor,Customer 049 Systems
2025-12-18,252069.77,64,5,East,Forecast Studio,Customer 084 Group
2025-12-18,495705.23,82,6,West,Executive Copilot,Customer 117 Group
2025-12-18,59234.54,14,1,Central,Data Fabric,Customer 079 Holdings
2025-12-18,34074.27,21,2,North,Support Intelligence,Customer 089 Group
2025-12-19,183763.97,83,3,West,Executive Copilot,Customer 025 Systems
2025-12-19,29646.76,16,1,Central,Risk Monitor,Customer 117 Group
2025-12-19,96662.24,62,2,North,Sentinel Core,Customer 088 Solutions
2025-12-19,76334.67,38,3,South,Executive Copilot,Customer 101 Solutions
2025-12-20,272200.02,43,2,Central,Support Intelligence,Customer 021 Systems
2025-12-20,112542.03,17,1,North,Sentinel Core,Customer 027 Systems
2025-12-20,443089.48,78,3,South,Forecast Studio,Customer 055 Industries
2025-12-20,173522.58,26,1,East,Data Fabric,Customer 083 Industries
2025-12-21,241312.99,67,1,North,Risk Monitor,Customer 032 Holdings
2025-12-21,139801.11,35,2,South,Data Fabric,Customer 080 Industries
2025-12-21,166980.56,46,3,East,Support Intelligence,Customer 041 Group
2025-12-21,233178.42,35,2,West,Executive Copilot,Customer 024 Solutions
2025-12-22,106193.2,32,2,South,Data Fabric,Customer 071 Industries
2025-12-22,237449.96,47,4,East,Executive Copilot,Customer 039 Industries
2025-12-22,138958.15,36,3,West,Support Intelligence,Customer 081 Solutions
2025-12-22,103925.73,54,4,Central,Sentinel Core,Customer 094 Solutions
2025-12-23,334211.3,81,3,East,Executive Copilot,Customer 030 Systems
2025-12-23,60210.83,31,3,West,Sentinel Core,Customer 110 Industries
2025-12-23,78398.76,33,2,Central,Forecast Studio,Customer 016 Solutions
2025-12-23,499531.44,76,5,North,Support Intelligence,Customer 046 Systems
2025-12-24,232324.41,83,3,West,Sentinel Core,Customer 069 Solutions
2025-12-24,157234.82,35,1,Central,Sentinel Core,Customer 095 Group
2025-12-24,549870.61,84,1,North,Support Intelligence,Customer 095 Group
2025-12-24,63884.64,17,1,South,Sentinel Core,Customer 049 Systems
2025-12-25,158960.52,30,1,Central,Forecast Studio,Customer 098 Holdings
2025-12-25,87050.84,68,5,North,Data Fabric,Customer 063 Systems
2025-12-25,34577.07,33,1,South,Forecast Studio,Customer 055 Industries
2025-12-25,33092.62,24,1,East,Data Fabric,Customer 053 Systems
2025-12-26,103790.79,58,3,North,Forecast Studio,Customer 045 Solutions
2025-12-26,158343.63,46,2,South,Data Fabric,Customer 062 Systems
2025-12-26,85842.78,64,2,East,Forecast Studio,Customer 052 Solutions
2025-12-26,160540.7,32,2,West,Forecast Studio,Customer 106 Industries
2025-12-27,183538.99,28,1,South,Sentinel Core,Customer 079 Holdings
2025-12-27,38443.14,17,0,East,Executive Copilot,Customer 042 Systems
2025-12-27,156645.06,26,2,West,Risk Monitor,Customer 022 Solutions
2025-12-27,71596.49,56,2,Central,Data Fabric,Customer 089 Group
2025-12-28,45024.19,29,0,East,Risk Monitor,Customer 035 Systems
2025-12-28,39341.32,28,1,West,Forecast Studio,Customer 106 Industries
2025-12-28,120700.6,40,1,Central,Data Fabric,Customer 044 Solutions
2025-12-28,233020.11,46,1,North,Risk Monitor,Customer 021 Systems
2025-12-29,252578.29,79,3,West,Executive Copilot,Customer 033 Holdings
2025-12-29,247211.82,43,3,Central,Forecast Studio,Customer 027 Systems
2025-12-29,157480.06,42,1,North,Executive Copilot,Customer 045 Solutions
2025-12-29,151473.42,46,2,South,Executive Copilot,Customer 088 Solutions
2025-12-30,97973.68,51,2,Central,Risk Monitor,Customer 031 Group
2025-12-30,222706.6,66,2,North,Support Intelligence,Customer 005 Group
2025-12-30,130169.11,62,2,South,Forecast Studio,Customer 033 Holdings
2025-12-30,229688.86,81,1,East,Data Fabric,Customer 020 Solutions
2025-12-31,359821.51,60,1,North,Support Intelligence,Customer 004 Industries
2025-12-31,23233.35,22,0,South,Forecast Studio,Customer 118 Industries
2025-12-31,82515.41,17,2,East,Support Intelligence,Customer 087 Systems
2025-12-31,80205.2,61,2,West,Risk Monitor,Customer 037 Solutions
2026-01-01,79500.07,35,3,South,Data Fabric,Customer 105 Industries
2026-01-01,416099.29,66,5,East,Risk Monitor,Customer 013 Group
2026-01-01,103821.65,66,3,West,Data Fabric,Customer 046 Systems
2026-01-01,372046.24,85,7,Central,Data Fabric,Customer 064 Group
2026-01-02,550301.49,84,2,East,Risk Monitor,Customer 062 Systems
2026-01-02,173009.56,37,1,West,Sentinel Core,Customer 059 Group
2026-01-02,267174.53,52,3,Central,Data Fabric,Customer 098 Holdings
2026-01-02,96741.7,37,3,North,Data Fabric,Customer 076 Solutions
2026-01-03,431307.42,69,2,West,Sentinel Core,Customer 077 Solutions
2026-01-03,30788.51,18,1,Central,Executive Copilot,Customer 068 Group
2026-01-03,40436.76,43,3,North,Data Fabric,Customer 106 Industries
2026-01-03,281862.71,42,1,South,Executive Copilot,Customer 019 Systems
2026-01-04,42476.33,29,2,Central,Risk Monitor,Customer 034 Solutions
2026-01-04,232455.09,81,5,North,Support Intelligence,Customer 094 Solutions
2026-01-04,58741.7,31,1,South,Forecast Studio,Customer 026 Systems
2026-01-04,331006.12,67,3,East,Sentinel Core,Customer 075 Group
2026-01-05,56982,48,1,North,Risk Monitor,Customer 071 Industries
2026-01-05,374578.04,57,1,South,Risk Monitor,Customer 077 Solutions
2026-01-05,353663.03,58,1,East,Risk Monitor,Customer 021 Systems
2026-01-05,105285.19,48,2,West,Data Fabric,Customer 012 Solutions
2026-01-06,55789.47,21,0,South,Risk Monitor,Customer 094 Solutions
2026-01-06,335683.72,67,5,East,Data Fabric,Customer 027 Systems
2026-01-06,263384.47,73,6,West,Risk Monitor,Customer 045 Solutions
2026-01-06,19655.56,17,1,Central,Data Fabric,Customer 117 Group
2026-01-07,111736.85,39,2,East,Sentinel Core,Customer 021 Systems
2026-01-07,248484.33,79,1,West,Support Intelligence,Customer 090 Systems
2026-01-07,166990.31,33,2,Central,Sentinel Core,Customer 105 Industries
2026-01-07,447851.36,70,5,North,Data Fabric,Customer 016 Solutions
2026-01-08,380360.88,77,1,West,Executive Copilot,Customer 087 Systems
2026-01-08,96950.09,46,4,Central,Support Intelligence,Customer 092 Systems
2026-01-08,121036.63,40,1,North,Support Intelligence,Customer 037 Solutions
2026-01-08,131680.24,36,2,South,Risk Monitor,Customer 081 Solutions
2026-01-09,120524.99,30,2,Central,Support Intelligence,Customer 058 Systems
2026-01-09,57130.45,27,0,North,Support Intelligence,Customer 006 Industries
2026-01-09,148421.94,22,0,South,Sentinel Core,Customer 090 Systems
2026-01-09,34922.55,29,1,East,Executive Copilot,Customer 105 Industries
2026-01-10,75301.55,56,4,North,Data Fabric,Customer 085 Systems
2026-01-10,261553.28,74,1,South,Risk Monitor,Customer 032 Holdings
2026-01-10,95187.1,43,1,East,Sentinel Core,Customer 015 Group
2026-01-10,160049.8,38,3,West,Executive Copilot,Customer 024 Solutions
2026-01-11,214213.7,51,2,South,Data Fabric,Customer 095 Group
2026-01-11,113094.57,30,1,East,Data Fabric,Customer 002 Group
2026-01-11,246226.89,43,2,West,Forecast Studio,Customer 039 Industries
2026-01-11,362362.07,76,4,Central,Sentinel Core,Customer 050 Holdings
2026-01-12,117387.23,68,6,East,Risk Monitor,Customer 014 Industries
2026-01-12,197725.4,85,2,West,Executive Copilot,Customer 099 Solutions
2026-01-12,212301.03,67,1,Central,Risk Monitor,Customer 045 Solutions
2026-01-12,345717.23,80,4,North,Data Fabric,Customer 021 Systems
2026-01-13,89244,36,3,West,Support Intelligence,Customer 050 Holdings
2026-01-13,155756.05,35,2,Central,Forecast Studio,Customer 011 Systems
2026-01-13,143443.32,38,1,North,Support Intelligence,Customer 048 Industries
2026-01-13,64938.01,35,2,South,Risk Monitor,Customer 070 Systems
2026-01-14,136849.6,39,2,Central,Support Intelligence,Customer 052 Solutions
2026-01-14,111464.1,53,5,North,Risk Monitor,Customer 029 Systems
2026-01-14,37936.51,14,0,South,Data Fabric,Customer 018 Solutions
2026-01-14,253146.29,64,4,East,Executive Copilot,Customer 078 Holdings
2026-01-15,210054.82,68,1,North,Data Fabric,Customer 101 Solutions
2026-01-15,218093.88,38,1,South,Support Intelligence,Customer 048 Industries
2026-01-15,44077.77,35,3,East,Forecast Studio,Customer 041 Group
2026-01-15,112779.05,44,2,West,Support Intelligence,Customer 083 Industries
2026-01-16,60370.88,22,1,South,Forecast Studio,Customer 088 Solutions
2026-01-16,104140.73,18,1,East,Sentinel Core,Customer 060 Systems
2026-01-16,43017.21,21,1,West,Forecast Studio,Customer 011 Systems
2026-01-16,266009.27,54,1,Central,Data Fabric,Customer 110 Industries
2026-01-17,331987.63,68,2,East,Sentinel Core,Customer 023 Group
2026-01-17,217828.46,83,5,West,Risk Monitor,Customer 064 Group
2026-01-17,38510.24,14,1,Central,Forecast Studio,Customer 025 Systems
2026-01-17,530717.96,84,2,North,Support Intelligence,Customer 113 Group
2026-01-18,67339.41,18,1,West,Support Intelligence,Customer 076 Solutions
2026-01-18,75967.71,42,2,Central,Sentinel Core,Customer 042 Systems
2026-01-18,54853.35,46,3,North,Risk Monitor,Customer 014 Industries
2026-01-18,334729.68,63,4,South,Forecast Studio,Customer 107 Solutions
2026-01-19,408434.3,82,5,Central,Support Intelligence,Customer 008 Solutions
2026-01-19,406197.08,65,4,North,Executive Copilot,Customer 044 Solutions
2026-01-19,125776.12,36,3,South,Risk Monitor,Customer 078 Holdings
2026-01-19,258944.52,50,1,East,Risk Monitor,Customer 037 Solutions
2026-01-20,246420.44,49,1,North,Support Intelligence,Customer 051 Systems
2026-01-20,132795.06,24,1,South,Forecast Studio,Customer 105 Industries
2026-01-20,88294.08,17,1,East,Sentinel Core,Customer 001 Holdings
2026-01-20,381771.97,84,4,West,Sentinel Core,Customer 008 Solutions
2026-01-21,77310.32,16,1,South,Forecast Studio,Customer 067 Group
2026-01-21,161130.99,33,0,East,Forecast Studio,Customer 116 Group
2026-01-21,34084.14,14,1,West,Support Intelligence,Customer 078 Holdings
2026-01-21,420924.52,81,6,Central,Support Intelligence,Customer 002 Group
2026-01-22,135955.27,24,1,East,Forecast Studio,Customer 072 Solutions
2026-01-22,51071.94,31,2,West,Executive Copilot,Customer 026 Systems
2026-01-22,198675.81,35,1,Central,Forecast Studio,Customer 100 Group
2026-01-22,113520.61,32,1,North,Support Intelligence,Customer 002 Group
2026-01-23,159248.27,42,1,West,Forecast Studio,Customer 088 Solutions
2026-01-23,77141.53,70,6,Central,Executive Copilot,Customer 070 Systems
2026-01-23,137438.87,33,1,North,Sentinel Core,Customer 013 Group
2026-01-23,232773.8,66,1,South,Data Fabric,Customer 072 Solutions
2026-01-24,127061,67,2,Central,Risk Monitor,Customer 080 Industries
2026-01-24,117238.12,49,4,North,Forecast Studio,Customer 036 Solutions
2026-01-24,92291.5,64,5,South,Data Fabric,Customer 012 Solutions
2026-01-24,297649.4,80,2,East,Risk Monitor,Customer 057 Systems
2026-01-25,51140.4,16,1,North,Forecast Studio,Customer 035 Systems
2026-01-25,157271.37,27,1,South,Data Fabric,Customer 074 Systems
2026-01-25,14693.91,14,1,East,Support Intelligence,Customer 018 Solutions
2026-01-25,88065.72,56,2,West,Support Intelligence,Customer 060 Systems
2026-01-26,155102.45,76,2,South,Sentinel Core,Customer 033 Holdings
2026-01-26,66364.72,28,0,East,Risk Monitor,Customer 078 Holdings
2026-01-26,44327.68,37,3,West,Executive Copilot,Customer 099 Solutions
2026-01-26,92422.49,21,1,Central,Forecast Studio,Customer 116 Group
2026-01-27,392203.99,75,7,East,Risk Monitor,Customer 078 Holdings
2026-01-27,82084.88,66,5,West,Forecast Studio,Customer 092 Systems
2026-01-27,38341.4,16,1,Central,Data Fabric,Customer 040 Systems
2026-01-27,115793.29,61,4,North,Support Intelligence,Customer 026 Systems
2026-01-28,62286.14,19,1,West,Executive Copilot,Customer 077 Solutions
2026-01-28,210249.48,83,4,Central,Sentinel Core,Customer 031 Group
2026-01-28,59846.09,25,2,North,Forecast Studio,Customer 038 Industries
2026-01-28,75818.72,52,4,South,Risk Monitor,Customer 120 Group
2026-01-29,92433.71,26,2,Central,Risk Monitor,Customer 031 Group
2026-01-29,62160.2,40,3,North,Support Intelligence,Customer 018 Solutions
2026-01-29,192273.88,82,7,South,Risk Monitor,Customer 074 Systems
2026-01-29,300315.8,45,0,East,Executive Copilot,Customer 006 Industries
2026-01-30,266839.73,43,1,North,Risk Monitor,Customer 041 Group
2026-01-30,43637.58,39,3,South,Executive Copilot,Customer 060 Systems
2026-01-30,56505.57,24,2,East,Forecast Studio,Customer 105 Industries
2026-01-30,160694.97,76,2,West,Support Intelligence,Customer 100 Group
2026-01-31,338278.76,60,1,South,Forecast Studio,Customer 031 Group
2026-01-31,93152.55,40,1,East,Support Intelligence,Customer 061 Holdings
2026-01-31,19191.95,15,1,West,Forecast Studio,Customer 023 Group
2026-01-31,97415.4,18,1,Central,Risk Monitor,Customer 048 Industries
2026-02-01,105764.84,24,2,East,Forecast Studio,Customer 038 Industries
2026-02-01,82542.73,74,2,West,Data Fabric,Customer 019 Systems
2026-02-01,104374.13,26,2,Central,Forecast Studio,Customer 021 Systems
2026-02-01,87508.79,58,3,North,Data Fabric,Customer 097 Industries
2026-02-02,264376.55,45,0,West,Forecast Studio,Customer 058 Systems
2026-02-02,496265.04,80,3,Central,Executive Copilot,Customer 059 Group
2026-02-02,302188.93,60,5,North,Support Intelligence,Customer 005 Group
2026-02-02,45888.15,38,2,South,Risk Monitor,Customer 071 Industries
2026-02-03,366793.97,79,3,Central,Sentinel Core,Customer 034 Solutions
2026-02-03,336411.73,59,4,North,Risk Monitor,Customer 055 Industries
2026-02-03,148422.25,68,6,South,Support Intelligence,Customer 073 Holdings
2026-02-03,268970.36,56,3,East,Executive Copilot,Customer 023 Group
2026-02-04,91942.84,64,3,North,Support Intelligence,Customer 083 Industries
2026-02-04,187258.11,75,4,South,Sentinel Core,Customer 003 Solutions
2026-02-04,73580.9,72,5,East,Support Intelligence,Customer 051 Systems
2026-02-04,61828.54,29,1,West,Sentinel Core,Customer 038 Industries
2026-02-05,25168.34,20,1,South,Executive Copilot,Customer 053 Systems
2026-02-05,99166.9,60,1,East,Sentinel Core,Customer 020 Solutions
2026-02-05,222005.27,59,3,West,Data Fabric,Customer 037 Solutions
2026-02-05,351590.2,84,7,Central,Support Intelligence,Customer 082 Group
2026-02-06,82307.04,46,3,East,Sentinel Core,Customer 025 Systems
2026-02-06,147951.5,36,1,West,Support Intelligence,Customer 078 Holdings
2026-02-06,117087.95,36,3,Central,Support Intelligence,Customer 006 Industries
2026-02-06,189306.62,76,4,North,Executive Copilot,Customer 074 Systems
2026-02-07,265637.85,52,4,West,Risk Monitor,Customer 052 Solutions
2026-02-07,131628.65,54,4,Central,Sentinel Core,Customer 101 Solutions
2026-02-07,16526.12,19,1,North,Sentinel Core,Customer 007 Systems
2026-02-07,121687.14,80,4,South,Data Fabric,Customer 046 Systems
2026-02-08,134460.32,58,4,Central,Sentinel Core,Customer 097 Industries
2026-02-08,277737.12,58,3,North,Risk Monitor,Customer 005 Group
2026-02-08,364077.76,65,2,South,Support Intelligence,Customer 021 Systems
2026-02-08,207692.49,35,2,East,Data Fabric,Customer 046 Systems
2026-02-09,160909.56,58,4,North,Sentinel Core,Customer 083 Industries
2026-02-09,484152.65,79,4,South,Risk Monitor,Customer 119 Industries
2026-02-09,132039.71,23,1,East,Sentinel Core,Customer 001 Holdings
2026-02-09,110154.75,64,3,West,Support Intelligence,Customer 045 Solutions
2026-02-10,163971.8,52,4,South,Executive Copilot,Customer 114 Holdings
2026-02-10,33682.86,20,1,East,Support Intelligence,Customer 060 Systems
2026-02-10,74311.56,28,2,West,Support Intelligence,Customer 053 Systems
2026-02-10,290129.86,54,4,Central,Sentinel Core,Customer 062 Systems
2026-02-11,67241.3,54,4,East,Executive Copilot,Customer 005 Group
2026-02-11,40476.11,26,1,West,Risk Monitor,Customer 054 Systems
2026-02-11,274596.67,53,5,Central,Data Fabric,Customer 023 Group
2026-02-11,186392.89,46,2,North,Executive Copilot,Customer 103 Systems
2026-02-12,268708.38,64,3,West,Data Fabric,Customer 035 Systems
2026-02-12,33530.22,18,1,Central,Risk Monitor,Customer 067 Group
2026-02-12,27922.45,32,1,North,Forecast Studio,Customer 067 Group
2026-02-12,100422.89,55,2,South,Forecast Studio,Customer 065 Holdings
2026-02-13,63806.44,19,0,Central,Sentinel Core,Customer 080 Industries
2026-02-13,18538.83,16,1,North,Sentinel Core,Customer 085 Systems
2026-02-13,288954.61,56,5,South,Sentinel Core,Customer 099 Solutions
2026-02-13,113587.62,48,3,East,Sentinel Core,Customer 103 Systems
2026-02-14,279897.66,71,3,North,Data Fabric,Customer 067 Group
2026-02-14,104412.77,68,3,South,Support Intelligence,Customer 075 Group
2026-02-14,98031.23,19,0,East,Sentinel Core,Customer 095 Group
2026-02-14,199997.92,36,2,West,Forecast Studio,Customer 106 Industries
2026-02-15,60287.24,41,3,South,Support Intelligence,Customer 041 Group
2026-02-15,57318.54,64,5,East,Executive Copilot,Customer 042 Systems
2026-02-15,231917.63,62,4,West,Support Intelligence,Customer 060 Systems
2026-02-15,55425.57,19,1,Central,Executive Copilot,Customer 056 Holdings
2026-02-16,77740.76,20,1,East,Forecast Studio,Customer 083 Industries
2026-02-16,231124.98,46,1,West,Risk Monitor,Customer 083 Industries
2026-02-16,320057.62,75,5,Central,Data Fabric,Customer 028 Group
2026-02-16,244186.33,73,1,North,Executive Copilot,Customer 074 Systems
