id,customer_number,company_name,industry,email,phone,country,region,status
713b454d-8698-5f1c-89f5-b1b4401010ea,CUS-00176,Duncan and Sons,Healthcare,procurement176@customer.example,945.749.3332x7688,United States,Southeast,active
005ffe4b-0e2f-53cd-acdb-4bfb76bb1b72,CUS-00177,Rogers-Huff,Healthcare,procurement177@customer.example,001-691-492-4842x367,United States,Midwest,active
0fae5ac6-afb9-5b81-99c4-d80d51446c73,CUS-00178,Jackson-Andrews,Financial Services,procurement178@customer.example,(997)371-0250,United States,Southeast,active
51813e7b-b521-5ada-8c7e-13ea9b551a15,CUS-00179,Gregory-Bell,Financial Services,procurement179@customer.example,297.590.8130x283,United States,Midwest,inactive
781869ae-9d51-528d-8d7b-21897d2236d8,CUS-00180,Larson-Johnson,Telecommunications,procurement180@customer.example,888-713-1864x80308,United States,Midwest,inactive
5df9a8da-94a4-5c04-84ee-974b8fcc82c3,CUS-00181,Mcgee Group,Healthcare,procurement181@customer.example,371-748-9626,United States,Southwest,active
1528185b-cf40-5ae0-bf34-08cf9ed4d3d3,CUS-00182,Blackwell-Burke,Transportation,procurement182@customer.example,001-290-777-5103x295,United States,West,active
35b16062-11a6-5c7b-bb2c-1728ff821eb0,CUS-00183,Martin Inc,Professional Services,procurement183@customer.example,001-714-665-9208x654,United States,Southwest,active
f941616b-f138-5e2a-84a6-62e46fcbc804,CUS-00184,"Mora, Hawkins and Jenkins",Healthcare,procurement184@customer.example,001-814-243-8840x082,United States,Northeast,active
5dadb797-e2ca-59d9-b8ee-77ec85628d0b,CUS-00185,Park-Taylor,Financial Services,procurement185@customer.example,906-847-6028,United States,West,prospect
efc6d6e2-3820-5513-8123-558be8fd8390,CUS-00186,Wong Ltd,Telecommunications,procurement186@customer.example,294.612.8827,United States,Southwest,active
51172e6f-d077-58a4-8184-b9b56e540b8c,CUS-00187,"Bowers, Diaz and Decker",Retail,procurement187@customer.example,+1-341-961-6756x9917,United States,West,active
0229bf32-83e3-5e7c-8306-8db796b70f33,CUS-00188,Miller-Wagner,Transportation,procurement188@customer.example,853-254-1732x55694,United States,Northeast,prospect
40514aaa-f2d7-54e1-925b-f96e2ce00054,CUS-00189,Adams-Lee,Technology,procurement189@customer.example,001-874-203-1899x47851,United States,Southeast,active
184031f6-2b7f-5fc8-a2dc-3a0529ec90bd,CUS-00190,"Stark, Matthews and Wallace",Financial Services,procurement190@customer.example,448-772-5609x230,United States,Northeast,prospect
b659317c-a6a4-5430-b551-b8318b240920,CUS-00191,Carey and Sons,Professional Services,procurement191@customer.example,001-573-874-7178x823,United States,Southeast,active
44f662d2-5cf7-5f6a-ba8a-b043ec347536,CUS-00192,"Williams, Pena and Goodman",Transportation,procurement192@customer.example,349.658.2733,United States,Midwest,active
405f7bae-779e-5a02-bcd6-7f8bcb6c819a,CUS-00193,Case-Daniel,Financial Services,procurement193@customer.example,+1-990-521-0871x1552,United States,Midwest,active
f01eb0d3-1237-5eb2-9493-3a08abd1d822,CUS-00194,"Smith, Jones and Miller",Technology,procurement194@customer.example,565.771.4288,United States,West,inactive
f2604e64-ceef-58d5-8f2a-17a0c5d81c44,CUS-00195,Oneal-Parrish,Healthcare,procurement195@customer.example,(897)206-5245x15580,United States,Southeast,active
78e4723d-ded1-5a57-88c3-ec9efe2efc1e,CUS-00196,"Martinez, Butler and Mckinney",Technology,procurement196@customer.example,+1-945-819-2430,United States,West,active
71759505-eb52-563b-968f-e39ae3da4478,CUS-00197,"Leonard, Hernandez and Matthews",Retail,procurement197@customer.example,+1-882-806-4846x4009,United States,West,prospect
be07142d-7058-522d-b8dd-7fc784639659,CUS-00198,Wilcox-Jackson,Healthcare,procurement198@customer.example,001-460-627-1735x8563,United States,West,active
332f3a64-ba26-5dc9-88bf-4b722a6dee9d,CUS-00199,"Flowers, Blake and Jacobs",Manufacturing,procurement199@customer.example,490-554-7296x06390,United States,Southwest,active
fdd1bf33-4026-5da5-8c98-a828d9ec7319,CUS-00200,Parks-Edwards,Transportation,procurement200@customer.example,+1-829-201-7376x74690,United States,Southwest,active
b3398a43-50be-54d0-b982-9c62184be451,CUS-00201,"Ramirez, Williams and Johnson",Manufacturing,procurement201@customer.example,001-338-909-7021x83731,United States,West,active
f0b39e46-c4d5-54bb-a075-5a9a7c87f516,CUS-00202,Ramirez-Nichols,Manufacturing,procurement202@customer.example,(280)561-1284x663,United States,Northeast,active
cc2ce181-81fc-5f80-8405-c8d7324a0a86,CUS-00203,"Robinson, Brown and Hunter",Transportation,procurement203@customer.example,001-773-880-0654,United States,West,active
da6b5bde-41d2-57db-9bb6-3906939e5897,CUS-00204,Peterson Ltd,Transportation,procurement204@customer.example,001-975-303-5924x317,United States,Southeast,active
692b1e81-f08c-5c9d-b5c5-bfb5e52305cc,CUS-00205,Brown Inc,Financial Services,procurement205@customer.example,934.467.6590,United States,Southwest,active
5cad41fc-a2d2-509b-93eb-b3342281c57c,CUS-00206,Thomas-Phillips,Healthcare,procurement206@customer.example,200.822.7995x51653,United States,Northeast,inactive
70be961d-aa79-5f28-a4c6-e908fe43d946,CUS-00207,"Webster, Diaz and Brooks",Healthcare,procurement207@customer.example,+1-728-272-6058x43778,United States,West,active
fcf1f8c9-ccaf-5878-a594-7eabc3d39110,CUS-00208,"Adams, Cruz and Mann",Professional Services,procurement208@customer.example,+1-231-371-3081x7568,United States,Northeast,inactive
0c8950ed-4171-5694-8ff0-3a4425ff5fa6,CUS-00209,Gibson-Castro,Professional Services,procurement209@customer.example,(499)520-9827x260,United States,Southwest,active
e8dd6aa3-8bd7-58ac-8da3-1d1981dcb4d8,CUS-00210,Hill Ltd,Professional Services,procurement210@customer.example,(685)676-2687,United States,West,active
9f76bfad-d135-58ad-92f6-6a87e5dc378f,CUS-00211,Cook-Mccarthy,Manufacturing,procurement211@customer.example,(276)291-0854x7499,United States,West,active
1d2b55eb-9007-525b-a8cb-e3e473de35dd,CUS-00212,Martinez-Sanchez,Telecommunications,procurement212@customer.example,929-378-9342x83969,United States,Southeast,active
56f4c86f-4e04-5b9c-8202-c386fedc6c3d,CUS-00213,Cook LLC,Professional Services,procurement213@customer.example,(957)347-7549x69719,United States,Northeast,active
15d106c1-93f3-5d77-97d8-5bcc9e3ca025,CUS-00214,"Vargas, Washington and Johnson",Telecommunications,procurement214@customer.example,(804)755-4895,United States,West,active
715f4c06-3281-5c35-a117-2eca4c007df9,CUS-00215,Rivera Inc,Manufacturing,procurement215@customer.example,001-827-865-4912x031,United States,Southeast,active
cc917d1b-2ad4-5f02-a1bb-f34d02c724d8,CUS-00216,Robbins-Nguyen,Technology,procurement216@customer.example,001-407-654-4132x34400,United States,Midwest,active
913375e2-0480-5ccc-a43a-c352e976d07b,CUS-00217,Weaver-Sanchez,Retail,procurement217@customer.example,453.604.9464,United States,Northeast,active
9c0b4fb1-df94-5e63-9bdf-23db45824d08,CUS-00218,"Armstrong, Walters and Smith",Manufacturing,procurement218@customer.example,+1-281-395-2146x3343,United States,Southeast,active
7b4e4282-74df-5df9-b2bd-7c0c893b80db,CUS-00219,"Hinton, Jones and Ellison",Technology,procurement219@customer.example,001-708-919-9582x80033,United States,West,active
a301724f-db9c-53d1-8e7a-a1f8196a2859,CUS-00220,James Group,Professional Services,procurement220@customer.example,545.505.1655,United States,Midwest,active
09a8c0ba-422d-54f5-93d2-2db3265bd30f,CUS-00221,Sellers Inc,Retail,procurement221@customer.example,270.414.4277,United States,West,active
1472294e-a186-5245-9afc-ccaad7893a3e,CUS-00222,English-Wilson,Transportation,procurement222@customer.example,726.239.0921x498,United States,Midwest,active
700e5794-56b9-584e-aa85-d8674fda964c,CUS-00223,"Campbell, Rodgers and Stevens",Healthcare,procurement223@customer.example,+1-425-294-3507x2898,United States,Southeast,inactive
5ff31b67-f47a-592a-9a3a-341942e30c8e,CUS-00224,Hobbs-Smith,Transportation,procurement224@customer.example,494.703.6231,United States,Northeast,active
2ca6c1cf-f742-57f7-b43e-589510bd781f,CUS-00225,"Dyer, Owens and Lucas",Telecommunications,procurement225@customer.example,+1-714-213-4503x164,United States,Southwest,active
5b8abb09-4a9c-53c0-af7e-2b86d19dd652,CUS-00226,Henry Group,Healthcare,procurement226@customer.example,+1-551-314-9596,United States,Southwest,prospect
ef09a97a-4bba-5f6b-96ff-4ebf88d8d5d2,CUS-00227,"Howe, Drake and Chavez",Professional Services,procurement227@customer.example,(907)939-8669,United States,West,prospect
9de31ba8-d50d-5ca8-be6f-99ca504274bd,CUS-00228,Williams Group,Professional Services,procurement228@customer.example,758.764.6985,United States,Southeast,prospect
ea454c85-b607-5c71-a84f-ec84919fb709,CUS-00229,House-Cruz,Healthcare,procurement229@customer.example,+1-727-893-6686x313,United States,Southwest,active
75c72440-ddbf-5bff-8e8c-8488b4c35b35,CUS-00230,"James, Gutierrez and Smith",Financial Services,procurement230@customer.example,001-595-267-1455x882,United States,West,active
d32c591e-40f3-580a-ba9e-b940e2ef427c,CUS-00231,Coffey-Patterson,Telecommunications,procurement231@customer.example,+1-379-984-7721x7911,United States,Southwest,active
492571cd-6c54-530b-8ecd-49c381ce4c96,CUS-00232,Gilmore LLC,Technology,procurement232@customer.example,+1-843-610-7285x4213,United States,Northeast,active
5aee8f2d-fad8-5f72-897b-558e19b91816,CUS-00233,Johnson Inc,Transportation,procurement233@customer.example,(485)904-1203,United States,Southwest,active
57f7533b-b4e4-5587-922e-aaede6234691,CUS-00234,Smith-Moreno,Healthcare,procurement234@customer.example,+1-266-829-9284x18116,United States,Northeast,active
f7bf81a8-1406-5ca5-96ab-e964d881e491,CUS-00235,"Williams, Griffin and Clark",Financial Services,procurement235@customer.example,+1-898-413-5343x4469,United States,Northeast,active
dfb31383-dd0a-51d3-8936-ebd04fadd595,CUS-00236,"Perry, Shea and Thomas",Retail,procurement236@customer.example,(709)375-1438x2386,United States,Southwest,active
225ac19b-ce5f-585c-b5e4-1f431f510a79,CUS-00237,Jackson-Baker,Financial Services,procurement237@customer.example,546-901-4778x65941,United States,West,active
d2f6b061-ebf1-58ea-80d0-8bba279f21c4,CUS-00238,Campbell-Mckee,Healthcare,procurement238@customer.example,(321)481-2810,United States,Midwest,active
32a20227-b521-57c2-8043-1a0717dc15a9,CUS-00239,Rojas and Sons,Telecommunications,procurement239@customer.example,470.279.9820x629,United States,Midwest,active
a48fbd90-693e-5449-bbfb-d34c370d27bb,CUS-00240,"Smith, Knight and Miller",Healthcare,procurement240@customer.example,(745)348-2486x672,United States,West,active
5f078f90-2d6f-5cd4-baf1-e221a1ccd6b0,CUS-00241,Hayes-Hamilton,Professional Services,procurement241@customer.example,+1-440-379-9852x920,United States,Midwest,prospect
b2abf452-14bc-53db-999b-1f4ea0829d09,CUS-00242,"Rojas, Riggs and Lloyd",Retail,procurement242@customer.example,001-431-835-3765,United States,Northeast,active
75614514-deb7-5fb4-bad4-a46fffb0f790,CUS-00243,"Allen, Torres and Woods",Professional Services,procurement243@customer.example,402.334.6656,United States,Southwest,active
e45ef230-a000-5b1f-a26b-abd2492609e6,CUS-00244,Patton PLC,Transportation,procurement244@customer.example,839.544.6826x94003,United States,West,active
72e2b61c-b634-5e79-8565-069a598af025,CUS-00245,"Estrada, Thompson and Peterson",Healthcare,procurement245@customer.example,(420)752-2958x5567,United States,Southeast,active
93129e2a-807c-5cb5-ab31-86ccf1638805,CUS-00246,Smith-Wright,Financial Services,procurement246@customer.example,+1-594-541-9631x00080,United States,Midwest,active
30a44f7a-d5a3-5e4b-9a31-9eaf120064ca,CUS-00247,Davidson Ltd,Telecommunications,procurement247@customer.example,001-372-718-4306x984,United States,Midwest,active
a0f41799-d018-5980-95cb-9d8f5c11ead0,CUS-00248,Duffy and Sons,Technology,procurement248@customer.example,001-971-622-9937x459,United States,West,active
7cd8f59a-b1f3-5d2e-8caf-bf094111530c,CUS-00249,French-Steele,Telecommunications,procurement249@customer.example,(599)844-4215x563,United States,Northeast,active
a8c99066-2209-5a24-8615-1a40a59c8b1b,CUS-00250,Cervantes-Young,Manufacturing,procurement250@customer.example,+1-901-706-9605x169,United States,Southwest,active
0eec7b4c-002b-5dab-878e-f2a8a04e4b25,CUS-00251,Kerr PLC,Healthcare,procurement251@customer.example,471-272-0479,United States,Southeast,active
226ca4b8-3720-5062-a88c-86445c07ea66,CUS-00252,"Mullins, Martin and Gutierrez",Healthcare,procurement252@customer.example,944-293-5207x19190,United States,Northeast,active
4e8d9a35-92c7-5ebc-9d79-0467edde17b9,CUS-00253,Ford PLC,Healthcare,procurement253@customer.example,+1-556-937-8952x591,United States,Southeast,active
b24f3844-d851-58bf-96a0-1484395ce08c,CUS-00254,"Medina, Blair and Ibarra",Technology,procurement254@customer.example,298-453-7573x94230,United States,Southeast,prospect
441412c9-4946-5136-b1dc-b971c3175c8f,CUS-00255,Moore-Johnson,Technology,procurement255@customer.example,350.523.7657,United States,Southwest,active
74f10365-790c-52e0-96a2-a32d6c70ce60,CUS-00256,Montgomery-Pearson,Healthcare,procurement256@customer.example,8463994579,United States,Southeast,active
9c5ba231-ce4c-5e72-9ae8-025ae5a06908,CUS-00257,"Cisneros, Galvan and Pena",Manufacturing,procurement257@customer.example,557.673.0634,United States,West,active
e34220b6-615a-5201-8434-eddf14b32a02,CUS-00258,Richardson-Hall,Healthcare,procurement258@customer.example,907-460-3945x73786,United States,Southwest,inactive
1a1d90d7-5a47-5c68-b402-61d616464e17,CUS-00259,Thompson Inc,Manufacturing,procurement259@customer.example,(545)615-8930,United States,Southeast,active
6289e26f-3f62-5717-b208-759544c72c9b,CUS-00260,"Fletcher, Lopez and Cowan",Telecommunications,procurement260@customer.example,+1-665-490-9834x3978,United States,Southeast,active
b703766e-29da-5a0c-ab16-d0b8918643f5,CUS-00261,Jones and Sons,Healthcare,procurement261@customer.example,8396989522,United States,Midwest,active
eb3f4c86-c3ca-5995-a9ae-dc2ad1743144,CUS-00262,Cooper-Bolton,Telecommunications,procurement262@customer.example,001-823-600-6764x2844,United States,Southwest,active
8ea16eb1-2214-5eae-a29f-7d92773c437b,CUS-00263,Davis-Wilson,Technology,procurement263@customer.example,666-770-9983,United States,Southeast,active
326b78f7-ab16-5357-b19e-c4fe014ff6e4,CUS-00264,Russo Group,Professional Services,procurement264@customer.example,589-673-2910x371,United States,Midwest,active
46b1ec4a-7b12-5360-b5d7-4cd067e6e191,CUS-00265,"Bush, Brown and Savage",Technology,procurement265@customer.example,492.444.2095x272,United States,Southwest,active
66174413-8e10-5c51-b577-3068e8d05432,CUS-00266,Arroyo-Leach,Technology,procurement266@customer.example,001-521-340-0166x14019,United States,Midwest,active
28bb09d8-2545-57e8-a7ca-0789bb764966,CUS-00267,Brown-Petersen,Technology,procurement267@customer.example,(464)749-6303x8540,United States,Southeast,active
f055a98f-c476-5dcf-a370-33fc7510ae5f,CUS-00268,Ruiz LLC,Financial Services,procurement268@customer.example,539.376.2084x95393,United States,Southeast,active
f15b9a43-7cbc-58dc-82db-d266c5f7afb5,CUS-00269,Williams-Craig,Transportation,procurement269@customer.example,+1-321-312-9081x838,United States,Midwest,active
dbea81be-bd5e-5213-a72f-430435501132,CUS-00270,Martin LLC,Financial Services,procurement270@customer.example,845-478-8815,United States,Midwest,active
b3a45022-1f53-54d9-b834-97360e5477b5,CUS-00271,"Moran, Burton and Mcclure",Manufacturing,procurement271@customer.example,001-853-835-3714,United States,Southwest,active
1b7886f4-413e-503f-b140-c48d42f2310e,CUS-00272,Brown and Sons,Healthcare,procurement272@customer.example,407-390-5727x2013,United States,Northeast,active
139d23d0-0ca8-556c-a57f-46e9850e725d,CUS-00273,"Johnson, Sanchez and Mclaughlin",Technology,procurement273@customer.example,001-766-775-3554,United States,West,active
d5688502-59d2-59ea-9155-1859535acf44,CUS-00274,Vazquez-Valdez,Transportation,procurement274@customer.example,+1-534-479-8375x67491,United States,Southwest,active
dbca9ad4-77ae-5d51-b3ca-657cf0356913,CUS-00275,Cardenas PLC,Financial Services,procurement275@customer.example,+1-674-670-5824,United States,West,active
2fcb06ab-8744-5be2-97af-1d16fe182b02,CUS-00276,"Gentry, Rowe and Esparza",Telecommunications,procurement276@customer.example,(719)267-6192,United States,Southeast,active
dd5cd671-0268-55ac-a614-2ac59c182f40,CUS-00277,Carrillo LLC,Technology,procurement277@customer.example,001-376-207-5484x49813,United States,Southeast,active
dc28ddad-a1b2-5fb6-8f6b-159e35a70ab1,CUS-00278,Armstrong-Alexander,Telecommunications,procurement278@customer.example,326-275-8227x96921,United States,Northeast,active
a00a4326-61fb-505c-97b3-10a900ce3809,CUS-00279,Hernandez and Sons,Healthcare,procurement279@customer.example,(788)529-9745x413,United States,Southeast,active
d7d581f1-c2da-5bd4-84fa-32ad01cc255b,CUS-00280,Bartlett and Sons,Technology,procurement280@customer.example,830-642-8203x35901,United States,Southwest,active
619e7c22-b0d6-5bc9-a6a0-ceb9e0a340e3,CUS-00281,Ortiz-Goodman,Transportation,procurement281@customer.example,275.322.2456,United States,Midwest,active
6d6f03ad-df29-5190-bcc1-4e253af30b8f,CUS-00282,Byrd-Pacheco,Retail,procurement282@customer.example,5512603090,United States,Southwest,active
1594960b-82de-5ed2-b182-c91999a8afac,CUS-00283,"Hughes, Acevedo and Walter",Transportation,procurement283@customer.example,001-478-993-2885x4817,United States,West,active
306f57ff-40e0-510d-a6d4-f7d03b736925,CUS-00284,"Bradshaw, Anderson and Ray",Transportation,procurement284@customer.example,560.453.2024x2320,United States,Southeast,active
05a5c6bc-3c27-569a-8cfa-c848e070f23e,CUS-00285,"Proctor, Banks and Mann",Healthcare,procurement285@customer.example,(227)572-6860,United States,Southwest,active
eb561ad0-9380-5a85-8731-9b83a34616f8,CUS-00286,Erickson and Sons,Retail,procurement286@customer.example,255.694.4686x52605,United States,Southeast,active
f01fb266-be0e-529e-8004-92cdf4cc9317,CUS-00287,Castro Inc,Professional Services,procurement287@customer.example,589.889.1240x75852,United States,Midwest,inactive
82d3547e-402b-58f3-8568-daab678823eb,CUS-00288,"Mccall, Bauer and Walker",Professional Services,procurement288@customer.example,447-261-1787x8421,United States,Midwest,active
325d16ba-eea1-5758-9c8a-54636e31f8a8,CUS-00289,"Berry, Williams and Wong",Financial Services,procurement289@customer.example,304.733.5699,United States,West,active
bffe2a6e-3224-59cf-a78a-767da38789d8,CUS-00290,Richards Group,Telecommunications,procurement290@customer.example,578.752.0426,United States,West,active
f906c04d-16d4-51fa-b739-4b43a0519d33,CUS-00291,Horn-Poole,Professional Services,procurement291@customer.example,(367)831-3122x240,United States,Midwest,active
391e55b5-f6e6-52a8-9196-1063349c9396,CUS-00292,Mendez Group,Telecommunications,procurement292@customer.example,410-947-6980x8880,United States,Midwest,active
f602a6a2-3a5a-50db-8935-3d2a6f4c76e3,CUS-00293,Smith PLC,Retail,procurement293@customer.example,001-908-285-3295x2248,United States,Midwest,active
5edca693-c9ea-5312-9c2a-a4730fbe5c81,CUS-00294,Sanchez-Evans,Professional Services,procurement294@customer.example,(391)704-6765,United States,Northeast,prospect
2748db13-6911-5fba-bff3-ee3fc2feb585,CUS-00295,"Rodriguez, Sharp and Caldwell",Professional Services,procurement295@customer.example,229.843.3458x26422,United States,Midwest,active
c83368bd-2297-5133-898c-f2e1d3e97285,CUS-00296,Hunt PLC,Healthcare,procurement296@customer.example,320.328.3125,United States,Northeast,active
0495ddd2-4276-5189-9c75-2cb81e46b7e1,CUS-00297,Moore-Smith,Financial Services,procurement297@customer.example,590.798.7608,United States,Southeast,active
2dc3a094-7673-5a36-8eda-09ce2921d716,CUS-00298,"Clark, Sanders and Waters",Manufacturing,procurement298@customer.example,700-567-4340x75376,United States,Northeast,active
b5c5e541-d869-59b6-bb0f-690aae22a20d,CUS-00299,Santiago-Pierce,Telecommunications,procurement299@customer.example,840.751.9601,United States,Southeast,active
a7b7d28d-8038-5a31-9253-199e0498df20,CUS-00300,"Fox, Collins and Jones",Retail,procurement300@customer.example,001-527-689-9859x25611,United States,Southwest,active
638b00ed-91cb-531d-b799-3b67878ac7b3,CUS-00301,Wilkinson-Navarro,Healthcare,procurement301@customer.example,001-519-468-5865,United States,Northeast,active
abdc1779-4100-596b-8d77-e8c9b1c5ba82,CUS-00302,"Johnson, Graham and Fischer",Retail,procurement302@customer.example,001-570-748-2459x67445,United States,West,active
1e63369d-411f-5853-8c02-849cf4e8764f,CUS-00303,Shepard PLC,Retail,procurement303@customer.example,+1-829-746-1671x78907,United States,Southwest,inactive
69343164-0d9f-5c31-a832-2a81958753bf,CUS-00304,Schaefer and Sons,Professional Services,procurement304@customer.example,736.983.6535,United States,West,inactive
0c869bee-b1b5-5f47-9bd4-287fb4f684a7,CUS-00305,"Bryant, Huynh and Brewer",Transportation,procurement305@customer.example,654.234.6577,United States,West,active
79c0aefc-5401-5768-acf7-3d92461e78f8,CUS-00306,Le-Perez,Financial Services,procurement306@customer.example,001-462-695-6619x2332,United States,Midwest,active
41ac330f-ba74-5e82-a265-9bd30e071559,CUS-00307,Roberson Ltd,Technology,procurement307@customer.example,(912)615-1489,United States,Northeast,active
da64b36b-b5b6-555b-9093-3c014d6534ff,CUS-00308,Mills-Black,Professional Services,procurement308@customer.example,929-756-1079x60979,United States,Midwest,active
0d34bfa4-fcc6-59f8-9652-5e0affb1d4f4,CUS-00309,Cunningham Ltd,Technology,procurement309@customer.example,316-448-9972x02122,United States,Southwest,active
b73c7bc3-14d4-53cf-a7a9-a9002d7bf9ab,CUS-00310,Gardner and Sons,Manufacturing,procurement310@customer.example,445-301-8358x468,United States,Southwest,active
f0648a7a-1f33-5d5c-a484-653be39260f5,CUS-00311,Becker and Sons,Retail,procurement311@customer.example,(757)730-9429,United States,Midwest,prospect
25a987bf-d43f-5c6b-950a-3fd2f1513969,CUS-00312,Jackson-Sloan,Financial Services,procurement312@customer.example,(757)556-0514x36920,United States,Northeast,active
b33caefb-e0d0-53cf-bfee-efb8c0f6f5a8,CUS-00313,Mcintyre Group,Manufacturing,procurement313@customer.example,(976)565-9957,United States,West,active
0d8c7000-8d7b-5c36-86a5-0d82acadddc2,CUS-00314,Collins and Sons,Transportation,procurement314@customer.example,9245950278,United States,West,inactive
939cc1b1-b2b9-5377-8a1f-b66bf84b5aab,CUS-00315,Moore-Garcia,Retail,procurement315@customer.example,+1-469-767-7953x19285,United States,West,active
6aea5a07-6ece-51ab-b807-9b678bb5b1d1,CUS-00316,Schwartz-Lee,Professional Services,procurement316@customer.example,(574)833-7794x9176,United States,Midwest,active
dc63379c-e5c5-5b57-983a-6f7fa7d15bdf,CUS-00317,Olson Inc,Transportation,procurement317@customer.example,001-876-674-0768x6122,United States,West,active
0f56079a-c587-5919-a93b-3c4cf99003e0,CUS-00318,"Reeves, Nichols and Carter",Retail,procurement318@customer.example,795.968.9196,United States,Southwest,active
36b5bc99-770b-564c-9cc1-4822b00d0ba5,CUS-00319,Herman-Becker,Manufacturing,procurement319@customer.example,001-436-394-9682,United States,Southeast,active
ea1db81d-517d-59e1-9029-bf062d02a015,CUS-00320,"Newman, Olson and Davis",Technology,procurement320@customer.example,(464)465-0507,United States,Midwest,active
23d58a1d-7f26-55e7-a59d-b1b41e692582,CUS-00321,"Leblanc, Hill and Harmon",Manufacturing,procurement321@customer.example,(839)940-8865x0893,United States,West,active
4e710c59-f3b8-5937-827e-4e7682f006f8,CUS-00322,"Becker, Banks and Hicks",Transportation,procurement322@customer.example,+1-817-631-3173x14276,United States,Northeast,active
05e55145-f922-5b7f-9a87-b4e535288ab0,CUS-00323,Mcknight LLC,Retail,procurement323@customer.example,404-636-2349x753,United States,Southeast,active
d37938b7-749c-5fa6-8182-e9f88d561a06,CUS-00324,Meyer-Mendoza,Manufacturing,procurement324@customer.example,654-697-3610x3739,United States,Midwest,active
98c4b38d-c8fd-5043-ac5f-38ada8b0589c,CUS-00325,Miller PLC,Technology,procurement325@customer.example,+1-558-210-4326x8144,United States,Midwest,active
49b4b103-0ec7-5e78-ac2f-44a83adcf738,CUS-00326,"Medina, Hudson and Horn",Technology,procurement326@customer.example,(926)936-4446x7501,United States,Southwest,active
a834bea2-ce91-50c8-9038-7c4a38933628,CUS-00327,Rodriguez PLC,Technology,procurement327@customer.example,239-323-6794,United States,Southeast,active
0ed325ad-dc2c-56e0-bd0f-314849308cd2,CUS-00328,"Carpenter, Kelly and Mueller",Technology,procurement328@customer.example,537-985-9879,United States,Southwest,inactive
1888901a-2aa8-5cf0-afb6-d48a0822f2c1,CUS-00329,Torres and Sons,Retail,procurement329@customer.example,(480)203-4885,United States,Southeast,active
9a47fbec-2eb1-5aa9-978a-b7ecfe7e3013,CUS-00330,Holland-Johnson,Healthcare,procurement330@customer.example,+1-203-594-6714x26028,United States,Midwest,active
19320701-b239-5638-97f2-e5e7ef202f73,CUS-00331,"Howard, Burns and Jenkins",Telecommunications,procurement331@customer.example,275-557-4867,United States,Northeast,active
5b9a240a-08cf-5146-92b8-dc12785af04d,CUS-00332,"Cunningham, Lopez and Hogan",Technology,procurement332@customer.example,+1-820-663-6343,United States,Northeast,active
798042e6-6e8d-5878-a20a-04d8a7d0277c,CUS-00333,Mann LLC,Retail,procurement333@customer.example,600.668.3402x44029,United States,Northeast,active
9d0f2869-bc81-5ddc-ac5b-0afe4a393c00,CUS-00334,"Gonzales, Mooney and Gonzalez",Technology,procurement334@customer.example,902.352.3150,United States,Southwest,active
8ebcae03-2625-57f2-82ee-a29c3784ddea,CUS-00335,Jimenez-Mcbride,Technology,procurement335@customer.example,001-480-918-5558x4470,United States,West,active
f3b32c23-d3e5-5147-83fc-209309790194,CUS-00336,"Sharp, Hill and Bradley",Telecommunications,procurement336@customer.example,809.647.3665x5545,United States,Northeast,inactive
c6d441aa-8d4f-5010-a0f1-0859c85abd66,CUS-00337,Kim-Evans,Healthcare,procurement337@customer.example,3827980039,United States,Southeast,active
411e90c0-155c-596b-aaa6-0c0619bc80e1,CUS-00338,Hicks and Sons,Retail,procurement338@customer.example,+1-563-205-5829x380,United States,Northeast,active
3fda2c6c-c926-56d4-a25f-f2e7e2f4bc34,CUS-00339,Simpson PLC,Manufacturing,procurement339@customer.example,+1-576-656-5369x901,United States,Southeast,active
e366214c-6aa6-5aee-8dc2-20932cc4fea2,CUS-00340,"Rodriguez, Cannon and Robinson",Healthcare,procurement340@customer.example,824.404.3104x866,United States,Southwest,active
a85bd626-8a28-5fe3-8033-401cc6ee790e,CUS-00341,Alvarado Inc,Healthcare,procurement341@customer.example,(552)978-0012x4745,United States,Southeast,active
9b5e283a-de19-5c2b-86ae-74edf53feb32,CUS-00342,Ross Inc,Transportation,procurement342@customer.example,8803831988,United States,West,active
62bdc722-1c50-5dca-97ba-fb435dd7015a,CUS-00343,"Camacho, Wilcox and Wood",Telecommunications,procurement343@customer.example,347.499.6510x32251,United States,West,active
503b9322-80b5-5bfc-9b7b-7bace874d064,CUS-00344,Hamilton-Gomez,Transportation,procurement344@customer.example,+1-569-352-6779x585,United States,West,active
604d18ac-e6bb-5ab1-ab92-569dfc0b5646,CUS-00345,"Bishop, Ford and Perez",Professional Services,procurement345@customer.example,932.540.3005x284,United States,Southwest,active
1055b7e8-8538-5966-86ca-9f9cce8f490b,CUS-00346,"Lucero, Miller and Vargas",Financial Services,procurement346@customer.example,001-342-351-5231x628,United States,Southwest,active
72b1e8bc-0905-5b54-9feb-da127b614396,CUS-00347,"Novak, Lam and Steele",Technology,procurement347@customer.example,001-726-819-5684x831,United States,Southwest,active
c568bbbf-f746-5446-90b8-01ca85a5b0e6,CUS-00348,Kaiser-Reed,Financial Services,procurement348@customer.example,240.339.5767x179,United States,Southwest,active
6e23a361-7958-5672-a4fd-fc01200a033d,CUS-00349,"Wilkins, Randolph and Sullivan",Manufacturing,procurement349@customer.example,001-302-998-6790x04499,United States,Southwest,active
