id,warehouse_id,product_id,quantity_on_hand,quantity_reserved
8fa24342-acd9-5f7e-bd8f-384f6fbe22c3,567ece63-3ecb-5062-b4d8-c97433823b3c,228ccd2f-642c-5fdf-abf0-129af98a3568,44,24
0161d495-0bb2-5f7c-81bb-0a3c7ec7b8c8,567ece63-3ecb-5062-b4d8-c97433823b3c,5d462a8e-32e0-59ad-ae5c-9d66eda72663,52,8
7aa4c716-0554-5546-949c-36045a93f539,567ece63-3ecb-5062-b4d8-c97433823b3c,851c23cd-3716-5170-b9ac-0c25ddc7c95c,49,16
95006464-da7c-5e5b-9b8b-d50b5efec85f,567ece63-3ecb-5062-b4d8-c97433823b3c,f9fe7a6c-9a44-59e2-a4cc-fef69cc2e48e,87,15
4cf3f569-b69e-51a6-bc22-718bd4705d01,567ece63-3ecb-5062-b4d8-c97433823b3c,613ff8f3-9a2b-5f66-8d3e-3e05d5391002,107,17
68868c65-65f5-5320-a4dd-a037102ce763,567ece63-3ecb-5062-b4d8-c97433823b3c,f218ba8f-81cf-5efd-ad55-5f4ef76110c2,167,23
bb5752e4-448e-5e3f-9179-5ee32f654a9a,567ece63-3ecb-5062-b4d8-c97433823b3c,a042ed60-9218-5159-876b-6c4dd0e5f934,10,6
335c7450-c605-50d3-8d7c-0821e1949ad8,567ece63-3ecb-5062-b4d8-c97433823b3c,952e981c-e5c2-53da-984a-78dc5e3b1ad4,102,19
90dc34e9-24e1-597f-b96b-b3a3e9e358b9,567ece63-3ecb-5062-b4d8-c97433823b3c,d68351a2-cf36-5984-a091-28a9f5b6bb7e,14,10
7e76c0a3-ddda-561a-9273-342531ba45bb,567ece63-3ecb-5062-b4d8-c97433823b3c,e139b0f5-6ca3-5ccb-8610-5a52b4b0eb6c,145,10
fed482fc-f4ea-554c-abfb-abf6b0a6d34a,567ece63-3ecb-5062-b4d8-c97433823b3c,3d307d78-b10f-5539-a951-7bcc9fd17161,118,3
5304f401-33a9-5a83-b0e9-9528a5c36452,567ece63-3ecb-5062-b4d8-c97433823b3c,45669348-c1a3-5956-bbf2-d29bd438fbdc,84,10
835dac6e-9601-5f9a-b4d1-c807d0971bfa,567ece63-3ecb-5062-b4d8-c97433823b3c,673811d5-2f11-5108-8b80-c9dd0dc2adda,180,5
4465907f-8e1b-5767-ae65-dea371f5680f,567ece63-3ecb-5062-b4d8-c97433823b3c,e3b2c918-6a66-5db3-87f9-e5c71515f2ab,151,24
1468b08d-8b92-5542-a0fb-46f20fc006bc,567ece63-3ecb-5062-b4d8-c97433823b3c,241d3cd0-ef2c-56b8-bb75-b039a61b370a,157,16
450df5ec-596a-502a-9eec-2b0ea7fa930f,567ece63-3ecb-5062-b4d8-c97433823b3c,e69a7c0b-6875-5a37-a379-abbc430fb47b,30,7
ba6bdae7-a293-5439-8240-9cecec836de4,567ece63-3ecb-5062-b4d8-c97433823b3c,7169fcc7-7527-510c-b88d-bdcd257ce105,80,13
f52a1759-89e1-5fd4-8c8c-08f74396221b,567ece63-3ecb-5062-b4d8-c97433823b3c,de536700-41fe-55c3-beb9-bfb9849c872b,118,9
ce85db65-8c9e-5b10-9005-29293b0c8e4d,567ece63-3ecb-5062-b4d8-c97433823b3c,8d892cdc-d358-5f2b-a85b-cbecc7e0a664,120,10
48348cd8-c096-56a2-ba4e-27792b55c48c,567ece63-3ecb-5062-b4d8-c97433823b3c,1dd10a82-5cdc-539f-af3f-d3f255171973,154,24
ee6dae63-d4c5-51ae-9758-7c61f48e2645,567ece63-3ecb-5062-b4d8-c97433823b3c,9e165d6f-802f-5694-a25a-20885ba2aa7f,156,21
7132eef4-deb2-5ef8-a8e6-ca4a88e146c6,567ece63-3ecb-5062-b4d8-c97433823b3c,bab29423-27f9-5732-bd8b-a403c95b1a96,13,2
03dc3fc8-7e28-5a63-bb21-847d2591d010,567ece63-3ecb-5062-b4d8-c97433823b3c,13ea52a1-6b55-57c7-b84e-acf7fb92f106,83,25
898bf1b9-313b-5bec-b035-585b8a4a69cc,567ece63-3ecb-5062-b4d8-c97433823b3c,559ab41c-d860-5ab1-aaa1-483577af7b67,155,10
6f039e7d-f681-5fcf-8735-47aa5a1c650d,567ece63-3ecb-5062-b4d8-c97433823b3c,ac03c1f7-3948-530e-8de5-80756984ab20,114,10
497df8cc-5124-5235-84c2-92fedb224ff7,567ece63-3ecb-5062-b4d8-c97433823b3c,01351cb5-bcf4-52ee-88a1-c6442df67004,89,25
b870ac05-f6c2-57c2-b89a-a90abacaadeb,567ece63-3ecb-5062-b4d8-c97433823b3c,8d6058a9-d9fb-546e-b841-e6b4a0978311,112,11
226949ee-3493-50d4-9703-6050318399b0,567ece63-3ecb-5062-b4d8-c97433823b3c,617fd070-2fb8-5ff6-8eaa-308844dc97ac,150,2
bda32936-00fe-5e53-bc7e-4f570f4495ee,567ece63-3ecb-5062-b4d8-c97433823b3c,508dfc85-5bf2-5709-b1e3-06ff86d5acb8,30,13
526c29db-af5c-5010-81ba-3d83caa6f5c4,567ece63-3ecb-5062-b4d8-c97433823b3c,80450a39-8a90-55da-adf7-0b6a1b84aeeb,108,10
5c8c3a54-03d2-5af0-ad8e-1cdc8513b506,567ece63-3ecb-5062-b4d8-c97433823b3c,dee51c26-0113-56c0-a9c6-edbcfc488df1,15,14
ab4d5f9e-85c2-5617-8271-c55c21be598c,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1fa2b768-1b9d-5b9c-befa-fac1ccb97563,169,9
66d89cb8-ccaa-5a8d-903f-a7ac8c208c4a,be9e90f6-93bd-5906-b22d-cf69ae825bf6,829935ce-9ec7-5afb-a542-873877c9ce31,76,20
e1915041-a5b0-5ce4-8957-8a1fe1ff8229,be9e90f6-93bd-5906-b22d-cf69ae825bf6,0137b3c3-db39-5e56-abf7-8ae43bc349ad,179,5
4dd8e244-92de-53df-9a68-f32292137d55,be9e90f6-93bd-5906-b22d-cf69ae825bf6,9b6b9203-f582-59b6-b64c-309881607c86,161,7
bb78630d-7010-5812-988c-3e8f3a23e5cc,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1657c1e2-1668-5957-a5e5-822140c08707,16,8
af99195b-f8b6-5fd9-bd16-d8710bae41f1,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1760c2e4-563f-5bac-abcd-baf5317434c8,110,8
51139e20-5174-5823-9d60-70f36aee5e55,be9e90f6-93bd-5906-b22d-cf69ae825bf6,e691a6a3-7dd7-5d95-b97e-997e3af77227,137,5
83520bbb-dfd3-5111-b4c6-4ca6840d2625,be9e90f6-93bd-5906-b22d-cf69ae825bf6,f78fc905-81d2-5f52-8c77-1cff3a4b42b7,146,18
de84b415-373e-55fa-8f7a-2d54365cfe6a,be9e90f6-93bd-5906-b22d-cf69ae825bf6,6469a098-75a3-5b3b-839a-ad075a8e67ad,166,23
74de188d-c79a-5128-a501-1bf75d79f3a4,be9e90f6-93bd-5906-b22d-cf69ae825bf6,86eda21c-1dbc-500a-9201-b7d6b0786cc8,25,21
111397ca-b3e5-5657-a3fb-88a7d09d473e,be9e90f6-93bd-5906-b22d-cf69ae825bf6,39cb20a1-5dca-5b11-90c4-3e96e441ed0c,100,21
8678ea04-01cd-556f-aace-2e627206e08c,be9e90f6-93bd-5906-b22d-cf69ae825bf6,2f2113cc-589a-55b5-846a-78fddce3a3c9,36,8
135936f3-d904-531e-8c32-f6b43b67f4cb,be9e90f6-93bd-5906-b22d-cf69ae825bf6,b6464168-fc86-5543-9805-0861ea9c66cc,64,6
386ea750-f256-5ab3-9f63-796b15a5d6b1,be9e90f6-93bd-5906-b22d-cf69ae825bf6,c2be7cd9-f7ee-544a-9ceb-7052826da8ce,84,2
01b664c6-0cda-57b5-866b-184e626d2671,be9e90f6-93bd-5906-b22d-cf69ae825bf6,4dbc0e6b-ab10-5b67-a928-f87e1ed2bb9a,156,10
134fbc24-14df-5f9d-b5fa-8e20cc9cb125,be9e90f6-93bd-5906-b22d-cf69ae825bf6,0caef625-914f-5fea-8e59-19b212bfbd46,48,17
39a7d265-b7f9-511c-b2ba-a5223a028cd1,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d37c44df-541b-5bf4-b395-65b41bac88a8,15,7
094158c8-ff7c-552f-bea5-bcb12091eb44,be9e90f6-93bd-5906-b22d-cf69ae825bf6,88f79184-2cf9-5f72-8e4a-cedfa68d9d06,102,3
9370b72a-14de-57f5-aedb-4cd60574228b,be9e90f6-93bd-5906-b22d-cf69ae825bf6,896e7662-34d0-5631-bb0f-b5ce6b0ad1ba,66,24
7186de3b-d3c9-56a6-b7eb-ec6575b0b954,be9e90f6-93bd-5906-b22d-cf69ae825bf6,5d79cff2-0e77-58a2-b1bf-c506ed3c98bd,93,25
920b362b-bec0-55eb-8726-61cc0441dca4,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,107,20
e6674b93-4477-526d-88a0-4a103c825053,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d520aef1-b021-5cf0-a1d3-9e7e6d31aab7,98,7
d5327ef0-f78e-5cb2-9ff9-9276beb217d1,be9e90f6-93bd-5906-b22d-cf69ae825bf6,db43f9b2-c956-5785-8950-8287c47db3ae,130,0
f0b29e65-a523-5d20-bb0f-72f51abb86bf,be9e90f6-93bd-5906-b22d-cf69ae825bf6,599db343-a607-5259-8af1-adde7b1a86ce,23,9
16b44ee7-3293-51b7-aed8-951692760df2,be9e90f6-93bd-5906-b22d-cf69ae825bf6,3205bb8a-e766-5617-a3d4-78aaa9883bc8,81,25
cc8457a6-1972-50c0-bf18-8908b8bca385,be9e90f6-93bd-5906-b22d-cf69ae825bf6,8a195dd5-491c-532c-9a61-886a24d451c0,124,18
b971d09e-4a32-583b-8bab-63940cbef8cc,be9e90f6-93bd-5906-b22d-cf69ae825bf6,fb4140fc-b3c1-5a6a-8613-9b068fdd2b39,66,19
1b52013c-36ce-58b1-b119-ea107b23243f,be9e90f6-93bd-5906-b22d-cf69ae825bf6,31a97c6b-10cf-54c1-b463-f81683a437cc,20,18
95cf43c4-f959-55c2-b6bd-590a20accd28,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1dd457fd-1d71-5eb5-b684-6f07d43e876c,133,8
87d499de-8be8-5be2-b70b-faf2ce74f151,be9e90f6-93bd-5906-b22d-cf69ae825bf6,eff08d1d-eb3b-559a-8ca9-60c7b365af52,42,14
63b6b0f9-c71d-5852-ad18-89a12949e4bf,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d4214473-2bf7-5b77-bb1f-734e590c4014,76,6
d544c512-89d1-5fcb-992b-d1ff9076131e,be9e90f6-93bd-5906-b22d-cf69ae825bf6,0f2c8ffe-5a45-5cfc-afbf-417553294a54,123,5
d54814c3-7cd3-5557-816e-cc1df7541990,be9e90f6-93bd-5906-b22d-cf69ae825bf6,b4065918-1c4b-50b6-b69a-d859f24bfe23,161,17
0494a6e2-a772-51f4-93ff-08c9e7ff2f67,be9e90f6-93bd-5906-b22d-cf69ae825bf6,f65edfe2-43ae-59f6-b37a-f98344e1a998,166,1
12e04f89-15f9-5784-ab0b-9241d83374d3,be9e90f6-93bd-5906-b22d-cf69ae825bf6,591abda9-fd16-5958-b0e9-586f0dfa6e54,115,0
bc881279-b6db-5620-ab2f-f24a623c872a,be9e90f6-93bd-5906-b22d-cf69ae825bf6,9f7bfd37-85ae-5a17-9b9f-5dafe3ec68ee,68,13
59d28959-7a16-5557-8493-9e600d96a7b4,be9e90f6-93bd-5906-b22d-cf69ae825bf6,43d6da55-777b-55ef-8cf5-d4cc7bfa63ad,99,22
53a3a98a-379e-5387-bb4e-0b3222e778ad,be9e90f6-93bd-5906-b22d-cf69ae825bf6,cb09f248-037d-5a0d-9970-99cb102c05d8,124,2
de580989-3336-53d3-955a-d3a4805d318d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,db630ac7-839d-5331-93df-dc621d8357b6,160,23
8f1410a6-923a-519f-9183-0499e575eca5,be9e90f6-93bd-5906-b22d-cf69ae825bf6,8b12c834-e054-5502-85aa-99d1eb81eee0,76,11
e2e9255d-b87c-52e8-9429-0e46bf7c6d37,be9e90f6-93bd-5906-b22d-cf69ae825bf6,12003734-bab7-5410-8c89-f9a8c4967dea,69,16
ef9e9274-e849-5afd-b2ea-95534b4cf7dd,be9e90f6-93bd-5906-b22d-cf69ae825bf6,2e263bcd-bacc-5f51-b35b-70d1674f4dc5,28,15
ef4c14ac-a393-5502-91de-5977d0c64cb1,be9e90f6-93bd-5906-b22d-cf69ae825bf6,b4b5a0e3-641b-562e-8386-bff3564cf295,145,10
624d2502-8120-540a-b88d-7403d33fd37f,be9e90f6-93bd-5906-b22d-cf69ae825bf6,cd410e43-ec3c-524b-84c6-84482a7b1204,26,8
bd7a9ae5-736a-5c11-9c99-a3827515ef3d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,deaf9542-d65c-5f41-b22e-b1d033baea7a,85,19
ff4a342e-309d-5f75-b884-aacf36154275,be9e90f6-93bd-5906-b22d-cf69ae825bf6,201fb8e4-2c24-5483-b44d-4063694486b2,63,17
23652eb4-7814-5032-a440-086843c7dfc7,be9e90f6-93bd-5906-b22d-cf69ae825bf6,13e04507-297b-56af-85d7-75b609d982a1,117,6
8a89710c-6711-54bb-bdf9-6f00a49a2c9d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,f350d57a-8885-50f1-b76a-29f7a8057a35,112,12
59e8fbd7-385e-53e2-9a3e-a6c6c196ced7,be9e90f6-93bd-5906-b22d-cf69ae825bf6,b6edaedb-a02c-5fbc-b05c-2b5d8deb20c4,159,14
1ea68cea-b7aa-5930-baab-8ce3f25c4571,be9e90f6-93bd-5906-b22d-cf69ae825bf6,fd5d29e1-571f-589d-be31-aa00127c02aa,128,0
994157a2-d533-5f62-bd79-ebd7a24548a9,be9e90f6-93bd-5906-b22d-cf69ae825bf6,c3e9c7fb-d6ab-5171-a827-7aad6b6d2342,145,21
2c965d8c-4480-5f49-9bdd-ca60580cc719,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d3739878-986b-5b5f-a096-4452493d6cbb,110,18
0aec0f0a-a81b-567a-a883-062b3031fb5c,be9e90f6-93bd-5906-b22d-cf69ae825bf6,91bd15e4-105e-5926-abe6-7ceaf8c07375,85,11
3cf5ee0c-35d3-5390-ad31-4608c376e41e,be9e90f6-93bd-5906-b22d-cf69ae825bf6,b5386670-1687-5260-ad33-97e5d697c425,103,19
f8db55f7-98ba-5d6a-a98f-8ade623e4c06,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1ac8de35-b264-5704-978e-ce8dc08dd02d,141,13
0d6917a2-3c0b-53c2-92da-b4fa08ca5278,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d6b2e2d8-f41b-5418-ba12-fcffc0aa6508,23,22
6c97fad0-12d0-5009-acbd-903263366580,be9e90f6-93bd-5906-b22d-cf69ae825bf6,8ac2c18a-5896-572a-9f44-f5d60109258d,98,13
9aa0cdf7-9bae-56e8-add7-262a2b118020,be9e90f6-93bd-5906-b22d-cf69ae825bf6,e53c7da2-eb34-5499-8fd8-380dd673ea82,102,5
e68e0c2f-d6e5-5189-9faa-cfc8859dc79d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,9a2e8c5f-4d3e-5cb8-ba78-f2bd562ee61b,5,5
3b001360-2fd2-5268-a433-436ac7dd8bf5,be9e90f6-93bd-5906-b22d-cf69ae825bf6,aa67b9d9-b4e2-53f3-9447-ca933b53344f,173,22
2a412e75-2601-51d6-a6ba-e03aad3db88d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d96da70b-0cb5-58c8-928a-aafb2d90b154,86,22
8b9eb83c-785a-560d-ac5b-1201f976f2ec,be9e90f6-93bd-5906-b22d-cf69ae825bf6,8dfa6632-930f-5fdc-b7cd-8d5908a33d66,27,9
eae6eed1-c0c2-5272-bcc8-21f518e13dd2,be9e90f6-93bd-5906-b22d-cf69ae825bf6,0eb49bc4-406e-5d63-a28c-3e5b6ef668e4,90,16
aede14ad-8fa4-5f07-a0a3-4e56401bd6b6,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1c3b9a21-09fa-5c21-bdad-35f2eb8a273f,53,0
cd2afc37-f39f-578f-bf53-071d77d61d31,be9e90f6-93bd-5906-b22d-cf69ae825bf6,75679cf6-5497-5e69-b773-db773bc6a245,105,13
eee4bebc-c811-53b2-8301-5179ec814e56,be9e90f6-93bd-5906-b22d-cf69ae825bf6,af3fc15f-c662-5a5e-9e9c-3b2d4e1b6029,128,23
e42c9816-ff4a-5605-863a-8efab5717d87,be9e90f6-93bd-5906-b22d-cf69ae825bf6,cdea42fb-ee49-5a22-a213-56a8f9fcb148,148,9
02ccc2e9-4847-5727-bf29-56cf9d0206dc,be9e90f6-93bd-5906-b22d-cf69ae825bf6,34baeb4c-81dc-5b29-bc76-0b8fd47cdbed,43,3
9f3576bc-75b0-5d3b-b8d1-147698832066,be9e90f6-93bd-5906-b22d-cf69ae825bf6,c0bff87f-f764-5151-8aec-dda48ea91847,156,20
35264d22-382e-5115-b252-63ba3216a96f,be9e90f6-93bd-5906-b22d-cf69ae825bf6,228ccd2f-642c-5fdf-abf0-129af98a3568,143,9
a1bdc43a-dfa4-5bbb-8725-c00310a8a4bd,be9e90f6-93bd-5906-b22d-cf69ae825bf6,5d462a8e-32e0-59ad-ae5c-9d66eda72663,53,25
19f6df47-21ce-59c1-9e4d-40edf077f589,be9e90f6-93bd-5906-b22d-cf69ae825bf6,851c23cd-3716-5170-b9ac-0c25ddc7c95c,10,7
a30321cc-9413-55ad-bdac-7237638b951b,be9e90f6-93bd-5906-b22d-cf69ae825bf6,f9fe7a6c-9a44-59e2-a4cc-fef69cc2e48e,176,3
07ebb60e-f008-5e14-905d-77319ba02ee2,be9e90f6-93bd-5906-b22d-cf69ae825bf6,613ff8f3-9a2b-5f66-8d3e-3e05d5391002,118,0
1ff9302f-aac0-539d-9d21-f00bfbf01e0d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,f218ba8f-81cf-5efd-ad55-5f4ef76110c2,169,23
446511a7-08cb-5a6b-a6d5-5aef1746fa13,be9e90f6-93bd-5906-b22d-cf69ae825bf6,a042ed60-9218-5159-876b-6c4dd0e5f934,64,4
16df2a59-3487-58cb-9ca1-6585592c8582,be9e90f6-93bd-5906-b22d-cf69ae825bf6,952e981c-e5c2-53da-984a-78dc5e3b1ad4,118,0
ee8a1ccb-0e5f-5638-8265-a83dd47ce5e0,be9e90f6-93bd-5906-b22d-cf69ae825bf6,d68351a2-cf36-5984-a091-28a9f5b6bb7e,52,18
7c09d9bb-c4cd-5e5b-b802-663ebdbbe11c,be9e90f6-93bd-5906-b22d-cf69ae825bf6,e139b0f5-6ca3-5ccb-8610-5a52b4b0eb6c,38,17
e8b56df3-8788-535a-94bb-395199b7f422,be9e90f6-93bd-5906-b22d-cf69ae825bf6,3d307d78-b10f-5539-a951-7bcc9fd17161,109,1
ae6f9d84-51d7-51ad-830e-1b7dba1f1fb2,be9e90f6-93bd-5906-b22d-cf69ae825bf6,45669348-c1a3-5956-bbf2-d29bd438fbdc,169,1
6852834f-e677-5cca-9c9f-1a6ea90bab07,be9e90f6-93bd-5906-b22d-cf69ae825bf6,673811d5-2f11-5108-8b80-c9dd0dc2adda,58,20
1f766e4b-21c5-5225-a125-953591fed335,be9e90f6-93bd-5906-b22d-cf69ae825bf6,e3b2c918-6a66-5db3-87f9-e5c71515f2ab,25,7
71e8716c-3c9d-526e-8ed3-b10ab30dbc4b,be9e90f6-93bd-5906-b22d-cf69ae825bf6,241d3cd0-ef2c-56b8-bb75-b039a61b370a,81,6
d7321f11-106a-5bc3-8aca-f27e5d3e055d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,e69a7c0b-6875-5a37-a379-abbc430fb47b,38,17
3c5344e4-f2f9-5442-beeb-2f24d6f47922,be9e90f6-93bd-5906-b22d-cf69ae825bf6,7169fcc7-7527-510c-b88d-bdcd257ce105,42,12
665375b3-c90d-5966-809d-173e3795032c,be9e90f6-93bd-5906-b22d-cf69ae825bf6,de536700-41fe-55c3-beb9-bfb9849c872b,156,22
15c4a984-3b7d-5020-8562-739c5e764b7b,be9e90f6-93bd-5906-b22d-cf69ae825bf6,8d892cdc-d358-5f2b-a85b-cbecc7e0a664,36,8
be58484d-5768-5aea-b65d-62c88cff6670,be9e90f6-93bd-5906-b22d-cf69ae825bf6,1dd10a82-5cdc-539f-af3f-d3f255171973,142,25
3d0562a3-0de9-56a3-bf56-b7f1a5adad00,be9e90f6-93bd-5906-b22d-cf69ae825bf6,9e165d6f-802f-5694-a25a-20885ba2aa7f,58,17
ef5785e0-21c4-511a-b2b4-dd23ee6fc454,be9e90f6-93bd-5906-b22d-cf69ae825bf6,bab29423-27f9-5732-bd8b-a403c95b1a96,93,2
979dc4ac-a289-5165-abbc-3c194f0ccfcf,be9e90f6-93bd-5906-b22d-cf69ae825bf6,13ea52a1-6b55-57c7-b84e-acf7fb92f106,85,9
995f3b14-b9f7-558b-af63-2a706295fce5,be9e90f6-93bd-5906-b22d-cf69ae825bf6,559ab41c-d860-5ab1-aaa1-483577af7b67,24,22
1aa48fd6-c339-567d-87c4-acc7810159be,be9e90f6-93bd-5906-b22d-cf69ae825bf6,ac03c1f7-3948-530e-8de5-80756984ab20,113,10
74f6786f-1885-59cb-989d-9da35329cd9b,be9e90f6-93bd-5906-b22d-cf69ae825bf6,01351cb5-bcf4-52ee-88a1-c6442df67004,73,2
1c19eabf-1d1e-50be-8017-62dafcfee92f,be9e90f6-93bd-5906-b22d-cf69ae825bf6,8d6058a9-d9fb-546e-b841-e6b4a0978311,58,15
af2d0819-1411-5f31-a443-53d25c7fee32,be9e90f6-93bd-5906-b22d-cf69ae825bf6,617fd070-2fb8-5ff6-8eaa-308844dc97ac,46,5
d8a36a44-e87c-586b-a06a-d27816da827d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,508dfc85-5bf2-5709-b1e3-06ff86d5acb8,143,2
cc4258f5-a238-5ef3-a5f8-d0f6da7eea9d,be9e90f6-93bd-5906-b22d-cf69ae825bf6,80450a39-8a90-55da-adf7-0b6a1b84aeeb,25,23
b3f99b79-9dcc-5728-b279-009af3be5c27,be9e90f6-93bd-5906-b22d-cf69ae825bf6,dee51c26-0113-56c0-a9c6-edbcfc488df1,46,23
ba0f7646-ae6c-520d-af66-0293a071e389,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,1fa2b768-1b9d-5b9c-befa-fac1ccb97563,118,1
1b51c439-a0e9-5066-83cb-41b2614d5746,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,829935ce-9ec7-5afb-a542-873877c9ce31,163,18
7d3d144b-1efa-5882-b0c4-2e0bfb81c464,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,0137b3c3-db39-5e56-abf7-8ae43bc349ad,16,12
fe9eac8e-4d56-5681-85f2-48ff872f4244,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,9b6b9203-f582-59b6-b64c-309881607c86,39,22
fbcf3bfb-fd24-52c8-8b01-f332721e51c8,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,1657c1e2-1668-5957-a5e5-822140c08707,38,0
f96c1e4f-45d8-590e-92ce-f720622d9e64,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,1760c2e4-563f-5bac-abcd-baf5317434c8,169,18
5dbe51fb-382f-5384-80e8-4876cd44f84c,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,e691a6a3-7dd7-5d95-b97e-997e3af77227,136,11
f15e3e92-b1ea-527c-bbf0-bac58f3d46e7,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,f78fc905-81d2-5f52-8c77-1cff3a4b42b7,76,17
0a88c383-2d4d-502a-a474-8e39b787bb02,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,6469a098-75a3-5b3b-839a-ad075a8e67ad,107,15
30bf7f94-e9ff-5a27-aa0e-1def125217cc,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,86eda21c-1dbc-500a-9201-b7d6b0786cc8,145,13
41a9e79f-dcdb-5348-824d-0caf1e13856b,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,39cb20a1-5dca-5b11-90c4-3e96e441ed0c,160,9
6f5add42-470f-5eca-88e2-76e83fa55325,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,2f2113cc-589a-55b5-846a-78fddce3a3c9,160,22
cad6b1e4-df0d-58f6-b64d-2d1feac5408a,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,b6464168-fc86-5543-9805-0861ea9c66cc,15,5
140c2c6e-b721-5fde-809e-5c6bd44e6988,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,c2be7cd9-f7ee-544a-9ceb-7052826da8ce,141,18
6fccd13e-1251-52ac-a5a3-e847808a3bbe,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,4dbc0e6b-ab10-5b67-a928-f87e1ed2bb9a,60,14
73283314-b6a0-51c2-a484-40d8bc34f58d,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,0caef625-914f-5fea-8e59-19b212bfbd46,91,21
6a919425-e5ca-5704-b105-f0a4d41bcf92,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,d37c44df-541b-5bf4-b395-65b41bac88a8,87,15
20814cca-795d-5f93-8815-3f95ac6b424a,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,88f79184-2cf9-5f72-8e4a-cedfa68d9d06,77,12
eaec9730-5d8a-5eba-b5ee-e50fd372d0ad,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,896e7662-34d0-5631-bb0f-b5ce6b0ad1ba,109,4
3b58a8cc-7614-5df7-8599-d207e414912e,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,5d79cff2-0e77-58a2-b1bf-c506ed3c98bd,137,7
d10fabc7-50e3-552c-a22f-e9f28490d5ed,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,1cc795b2-21b3-5c5e-84f0-8f1fa20a6dd4,83,9
709dc5d0-3047-5c16-bd37-13617eb8a7c8,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,d520aef1-b021-5cf0-a1d3-9e7e6d31aab7,135,5
fab698b4-fc13-5ebc-a439-2b89563b760b,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,db43f9b2-c956-5785-8950-8287c47db3ae,153,9
ac2381f8-4ce6-58a4-a495-c2696e1ed7fc,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,599db343-a607-5259-8af1-adde7b1a86ce,54,23
eea91494-54fc-56f0-af4d-249b9c43a151,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,3205bb8a-e766-5617-a3d4-78aaa9883bc8,49,16
2fde270b-ac53-5de2-9990-2fa40242ae24,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,8a195dd5-491c-532c-9a61-886a24d451c0,103,5
166a89ee-91ad-57de-8d41-a882c41bc955,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,fb4140fc-b3c1-5a6a-8613-9b068fdd2b39,40,19
69e05fe5-9761-56a8-927f-0d30ed89f4c3,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,31a97c6b-10cf-54c1-b463-f81683a437cc,97,17
9bc7d9c6-8caa-585f-9b2b-60a249a1a296,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,1dd457fd-1d71-5eb5-b684-6f07d43e876c,97,12
e9986fb5-7e20-530e-8017-6e3c15758459,ea34d2f0-9fc8-5823-a8a8-93e650e8d79c,eff08d1d-eb3b-559a-8ca9-60c7b365af52,52,22
